employee_name,user_id,Domain,Email,Role
Celeste D Sexton,CDS0300,dtaa.com,Celeste.D.Sexton@dtaa.com,Technician
Jonah L Lancaster,JLL0301,dtaa.com,Jonah.L.Lancaster@dtaa.com,Engineer
Aurora J Morris,AJM0302,dtaa.com,Aurora.J.Morris@dtaa.com,Administrative Staff
Barry C Goff,BCG0303,dtaa.com,Barry.C.Goff@dtaa.com,Foreman
Sandra A Powell,SAP0304,dtaa.com,Sandra.A.Powell@dtaa.com,Technician
Chancellor W Gilliam,CWG0305,dtaa.com,Chancellor.W.Gilliam@dtaa.com,Foreman
Nevada E Thompson,NET0306,dtaa.com,Nevada.E.Thompson@dtaa.com,Loading Dock
Dana C Fleming,DCF0307,dtaa.com,Dana.C.Fleming@dtaa.com,Administrative Staff
Steven F Snow,SFS0308,dtaa.com,Steven.F.Snow@dtaa.com,Administrative Staff
Victoria M Moreno,VMM0309,dtaa.com,Victoria.M.Moreno@dtaa.com,Technician
Isaiah G Barron,IGB0310,dtaa.com,Isaiah.G.Barron@dtaa.com,Engineer
Brianna J Michael,BJM0311,dtaa.com,Brianna.J.Michael@dtaa.com,Engineer
David R Maxwell,DRM0312,dtaa.com,David.R.Maxwell@dtaa.com,Administrative Assistant
Bruce B Howell,BBH0313,dtaa.com,Bruce.B.Howell@dtaa.com,Technician
Merrill C Rivers,MCR0314,dtaa.com,Merrill.C.Rivers@dtaa.com,Foreman
Hermione C Palmer,HCP0315,dtaa.com,Hermione.C.Palmer@dtaa.com,Tradesman
Lars L Kelly,LLK0316,dtaa.com,Lars.L.Kelly@dtaa.com,Engineer
Channing J Whitley,CJW0317,dtaa.com,Channing.J.Whitley@dtaa.com,VP
Leroy D Mcmillan,LDM0318,dtaa.com,Leroy.D.Mcmillan@dtaa.com,Senior Manger
Ciaran G Melton,CGM0319,dtaa.com,Ciaran.G.Melton@dtaa.com,Security
Perry J Levy,PJL0320,dtaa.com,Perry.J.Levy@dtaa.com,Security
Alfreda I Cooley,AIC0321,dtaa.com,Alfreda.I.Cooley@dtaa.com,Technician
Mona S Hahn,MSH0322,dtaa.com,Mona.S.Hahn@dtaa.com,Administrative Staff
Leilani M Jones,LMJ0323,dtaa.com,Leilani.M.Jones@dtaa.com,Administrative Staff
Carly H Sanders,CHS0324,dtaa.com,Carly.H.Sanders@dtaa.com,Administrative Staff
Lesley R Small,LRS0325,dtaa.com,Lesley.R.Small@dtaa.com,Administrative Staff
Jennifer S Hancock,JSH0326,dtaa.com,Jennifer.S.Hancock@dtaa.com,Tradesman
George T Reyes,GTR0327,dtaa.com,George.T.Reyes@dtaa.com,Administrative Staff
Rhiannon S Joyner,RSJ0328,dtaa.com,Rhiannon.S.Joyner@dtaa.com,Technician
Caesar D Kane,CDK0329,dtaa.com,Caesar.D.Kane@dtaa.com,Engineer
Cathleen Y Knox,CYK0330,dtaa.com,Cathleen.Y.Knox@dtaa.com,Tradesman
Alma F Harvey,AFH0331,dtaa.com,Alma.F.Harvey@dtaa.com,Tradesman
Callum L Parks,CLP0332,dtaa.com,Callum.L.Parks@dtaa.com,Administrative Assistant
Steven D Mccray,SDM0333,dtaa.com,Steven.D.Mccray@dtaa.com,Administrative Staff
Bertha S Miller,BSM0334,dtaa.com,Bertha.S.Miller@dtaa.com,Engineer
Raymond D Gonzales,RDG0335,dtaa.com,Raymond.D.Gonzales@dtaa.com,Administrative Staff
Zelenia C Horne,ZCH0336,dtaa.com,Zelenia.C.Horne@dtaa.com,Administrative Staff
Kamal B Callahan,KBC0337,dtaa.com,Kamal.B.Callahan@dtaa.com,Engineer
Quinlan V Mccormick,QVM0338,dtaa.com,Quinlan.V.Mccormick@dtaa.com,Engineer
Cole M Figueroa,CMF0339,dtaa.com,Cole.M.Figueroa@dtaa.com,Project Manager
Anastasia M Mccarty,AMM0340,dtaa.com,Anastasia.M.Mccarty@dtaa.com,Tradesman
Demetria A Raymond,DAR0341,dtaa.com,Demetria.A.Raymond@dtaa.com,Tradesman
Isaiah J Joyner,IJJ0342,dtaa.com,Isaiah.J.Joyner@dtaa.com,Security
Carter G Martinez,CGM0343,dtaa.com,Carter.G.Martinez@dtaa.com,Engineer
August A Cotton,AAC0344,dtaa.com,August.A.Cotton@dtaa.com,Technician
Ray J Pacheco,RJP0345,dtaa.com,Ray.J.Pacheco@dtaa.com,Technician
Martha C Melendez,MCM0346,dtaa.com,Martha.C.Melendez@dtaa.com,Administrative Staff
Breanna Y Burton,BYB0347,dtaa.com,Breanna.Y.Burton@dtaa.com,Tradesman
Tate D Workman,TDW0348,dtaa.com,Tate.D.Workman@dtaa.com,Janitor
Constance C Allison,CCA0349,dtaa.com,Constance.C.Allison@dtaa.com,Technician
Rhonda D Gilbert,RDG0350,dtaa.com,Rhonda.D.Gilbert@dtaa.com,Tradesman
Armand N Walton,ANW0351,dtaa.com,Armand.N.Walton@dtaa.com,Security
Solomon G Sargent,SGS0352,dtaa.com,Solomon.G.Sargent@dtaa.com,VP
Brynn N Mcconnell,BNM0353,dtaa.com,Brynn.N.Mcconnell@dtaa.com,Tradesman
Xander Q Winters,XQW0354,dtaa.com,Xander.Q.Winters@dtaa.com,Senior Manger
Kasimir V Haynes,KVH0355,dtaa.com,Kasimir.V.Haynes@dtaa.com,Engineer
Meredith D Trevino,MDT0356,dtaa.com,Meredith.D.Trevino@dtaa.com,Tradesman
Evelyn D Coleman,EDC0357,dtaa.com,Evelyn.D.Coleman@dtaa.com,Tradesman
Bevis T Harper,BTH0358,dtaa.com,Bevis.T.Harper@dtaa.com,Foreman
Lev C Pace,LCP0359,dtaa.com,Lev.C.Pace@dtaa.com,Administrative Assistant
Suki B Cantrell,SBC0360,dtaa.com,Suki.B.Cantrell@dtaa.com,Administrative Staff
Quon O Haynes,QOH0361,dtaa.com,Quon.O.Haynes@dtaa.com,Administrative Staff
Yvette L Oneill,YLO0362,dtaa.com,Yvette.L.Oneill@dtaa.com,Tradesman
Chelsea S Berg,CSB0363,dtaa.com,Chelsea.S.Berg@dtaa.com,Administrative Staff
William M Joyner,WMJ0364,dtaa.com,William.M.Joyner@dtaa.com,Technician
Autumn U Mckinney,AUM0365,dtaa.com,Autumn.U.Mckinney@dtaa.com,Technician
Casey C Boyd,CCB0366,dtaa.com,Casey.C.Boyd@dtaa.com,Engineer
Dane B Armstrong,DBA0367,dtaa.com,Dane.B.Armstrong@dtaa.com,Senior Manger
Deborah J Walker,DJW0368,dtaa.com,Deborah.J.Walker@dtaa.com,Tradesman
Renee Z Washington,RZW0369,dtaa.com,Renee.Z.Washington@dtaa.com,Administrative Staff
Armand J Bishop,AJB0370,dtaa.com,Armand.J.Bishop@dtaa.com,Engineer
Alisa A Allen,AAA0371,dtaa.com,Alisa.A.Allen@dtaa.com,Administrative Staff
Graham R Salas,GRS0372,dtaa.com,Graham.R.Salas@dtaa.com,Engineer
James B Ayala,JBA0373,dtaa.com,James.B.Ayala@dtaa.com,Technician
Boris C Spence,BCS0374,dtaa.com,Boris.C.Spence@dtaa.com,Engineer
May C Randall,MCR0375,dtaa.com,May.C.Randall@dtaa.com,Tradesman
Robert T Hobbs,RTH0376,dtaa.com,Robert.T.Hobbs@dtaa.com,Engineer
Dakota M Robertson,DMR0377,dtaa.com,Dakota.M.Robertson@dtaa.com,Project Manager
Kevyn J Gould,KJG0378,dtaa.com,Kevyn.J.Gould@dtaa.com,Tradesman
Blaze A Faulkner,BAF0379,dtaa.com,Blaze.A.Faulkner@dtaa.com,Engineer
Dakota T Dillon,DTD0380,dtaa.com,Dakota.T.Dillon@dtaa.com,Administrative Staff
Gregory W Stephens,GWS0381,dtaa.com,Gregory.W.Stephens@dtaa.com,Engineer
Daryl I Spears,DIS0382,dtaa.com,Daryl.I.Spears@dtaa.com,Technician
Carter L Kirby,CLK0383,dtaa.com,Carter.L.Kirby@dtaa.com,Administrative Assistant
Garth J Hodge,GJH0384,dtaa.com,Garth.J.Hodge@dtaa.com,Foreman
Robert S Grimes,RSG0385,dtaa.com,Robert.S.Grimes@dtaa.com,Foreman
Basia C Wright,BCW0386,dtaa.com,Basia.C.Wright@dtaa.com,Technician
Simone S Carson,SSC0387,dtaa.com,Simone.S.Carson@dtaa.com,Director
Zorita K Hopper,ZKH0388,dtaa.com,Zorita.K.Hopper@dtaa.com,Technician
Hiram S Mckenzie,HSM0389,dtaa.com,Hiram.S.Mckenzie@dtaa.com,Administrative Assistant
Jakeem A Case,JAC0390,dtaa.com,Jakeem.A.Case@dtaa.com,Administrative Assistant
Wilma C Marsh,WCM0391,dtaa.com,Wilma.C.Marsh@dtaa.com,Administrative Staff
Jolie A Mann,JAM0392,dtaa.com,Jolie.A.Mann@dtaa.com,Administrative Staff
Judah X Collins,JXC0393,dtaa.com,Judah.X.Collins@dtaa.com,Engineer
Graiden N Hogan,GNH0394,dtaa.com,Graiden.N.Hogan@dtaa.com,Janitor
Macaulay R Strickland,MRS0395,dtaa.com,Macaulay.R.Strickland@dtaa.com,Tradesman
Nehru T Odonnell,NTO0396,dtaa.com,Nehru.T.Odonnell@dtaa.com,Administrative Assistant
Leonard A Howard,LAH0397,dtaa.com,Leonard.A.Howard@dtaa.com,Janitor
Kim G Spencer,KGS0398,dtaa.com,Kim.G.Spencer@dtaa.com,Tradesman
Alden J Chaney,AJC0399,dtaa.com,Alden.J.Chaney@dtaa.com,Security
April C Rios,ACR0400,dtaa.com,April.C.Rios@dtaa.com,Administrative Assistant
Erasmus G Maxwell,EGM0401,dtaa.com,Erasmus.G.Maxwell@dtaa.com,Project Manager
Hunter B Barnett,HBB0402,dtaa.com,Hunter.B.Barnett@dtaa.com,Technician
Kelsey N Casey,KNC0403,dtaa.com,Kelsey.N.Casey@dtaa.com,Technician
Jared H Adkins,JHA0404,dtaa.com,Jared.H.Adkins@dtaa.com,Technician
Amena R George,ARG0405,dtaa.com,Amena.R.George@dtaa.com,Administrative Staff
Laith D Gomez,LDG0406,dtaa.com,Laith.D.Gomez@dtaa.com,Engineer
William K Harding,WKH0407,dtaa.com,William.K.Harding@dtaa.com,Project Manager
Jolie H Mitchell,JHM0408,dtaa.com,Jolie.H.Mitchell@dtaa.com,Administrative Staff
Daquan K Buckley,DKB0409,dtaa.com,Daquan.K.Buckley@dtaa.com,Administrative Assistant
Jameson C Todd,JCT0410,dtaa.com,Jameson.C.Todd@dtaa.com,Senior Manger
Phyllis K Matthews,PKM0411,dtaa.com,Phyllis.K.Matthews@dtaa.com,Technician
Bradley M Robles,BMR0412,dtaa.com,Bradley.M.Robles@dtaa.com,Foreman
Pamela D Bailey,PDB0413,dtaa.com,Pamela.D.Bailey@dtaa.com,Engineer
Todd R Berry,TRB0414,dtaa.com,Todd.R.Berry@dtaa.com,VP
Isaiah G Castaneda,IGC0415,dtaa.com,Isaiah.G.Castaneda@dtaa.com,Technician
Ainsley R Mcpherson,ARM0416,dtaa.com,Ainsley.R.Mcpherson@dtaa.com,Administrative Staff
Drew D Kerr,DDK0417,dtaa.com,Drew.D.Kerr@dtaa.com,Administrative Staff
Lael T Moses,LTM0418,dtaa.com,Lael.T.Moses@dtaa.com,Tradesman
Raya O Mcintosh,ROM0419,dtaa.com,Raya.O.Mcintosh@dtaa.com,Engineer
Gisela B Rosa,GBR0420,dtaa.com,Gisela.B.Rosa@dtaa.com,Engineer
Hayley N Knapp,HNK0421,dtaa.com,Hayley.N.Knapp@dtaa.com,Technician
Lara B Chapman,LBC0422,dtaa.com,Lara.B.Chapman@dtaa.com,Administrative Staff
Venus M Frye,VMF0423,dtaa.com,Venus.M.Frye@dtaa.com,Administrative Staff
Odessa I Robertson,OIR0424,dtaa.com,Odessa.I.Robertson@dtaa.com,Administrative Staff
Owen J Hale,OJH0425,dtaa.com,Owen.J.Hale@dtaa.com,Engineer
Damian W Banks,DWB0426,dtaa.com,Damian.W.Banks@dtaa.com,Administrative Assistant
Myles C Fuller,MCF0427,dtaa.com,Myles.C.Fuller@dtaa.com,Director
Denton R Parsons,DRP0428,dtaa.com,Denton.R.Parsons@dtaa.com,Project Manager
Maile I Humphrey,MIH0429,dtaa.com,Maile.I.Humphrey@dtaa.com,Engineer
Hillary A Sweeney,HAS0430,dtaa.com,Hillary.A.Sweeney@dtaa.com,Technician
TaShya S Conner,TSC0431,dtaa.com,TaShya.S.Conner@dtaa.com,Tradesman
Axel M Davidson,AMD0432,dtaa.com,Axel.M.Davidson@dtaa.com,Engineer
Stephen A Savage,SAS0433,dtaa.com,Stephen.A.Savage@dtaa.com,Administrative Staff
Bethany Z Mccormick,BZM0434,dtaa.com,Bethany.Z.Mccormick@dtaa.com,Tradesman
Xander R Preston,XRP0435,dtaa.com,Xander.R.Preston@dtaa.com,Technician
Rylee C Wagner,RCW0436,dtaa.com,Rylee.C.Wagner@dtaa.com,Tradesman
Lars A William,LAW0437,dtaa.com,Lars.A.William@dtaa.com,Administrative Assistant
Brandon F Osborne,BFO0438,dtaa.com,Brandon.F.Osborne@dtaa.com,Foreman
Camille B Riddle,CBR0439,dtaa.com,Camille.B.Riddle@dtaa.com,Administrative Staff
William C Ballard,WCB0440,dtaa.com,William.C.Ballard@dtaa.com,Director
Price B Hickman,PBH0441,dtaa.com,Price.B.Hickman@dtaa.com,Administrative Assistant
Ross L Chen,RLC0442,dtaa.com,Ross.L.Chen@dtaa.com,Foreman
Nola N Burton,NNB0443,dtaa.com,Nola.N.Burton@dtaa.com,Engineer
Berk A Ellis,BAE0444,dtaa.com,Berk.A.Ellis@dtaa.com,Janitor
Xerxes C Baker,XCB0445,dtaa.com,Xerxes.C.Baker@dtaa.com,Engineer
Samuel E Frye,SEF0446,dtaa.com,Samuel.E.Frye@dtaa.com,Technician
Vivian B Willis,VBW0447,dtaa.com,Vivian.B.Willis@dtaa.com,Administrative Staff
Nissim J Slater,NJS0448,dtaa.com,Nissim.J.Slater@dtaa.com,Foreman
Ursa M Best,UMB0449,dtaa.com,Ursa.M.Best@dtaa.com,Technician
Jameson B Lynn,JBL0450,dtaa.com,Jameson.B.Lynn@dtaa.com,Administrative Assistant
Orson H Albert,OHA0451,dtaa.com,Orson.H.Albert@dtaa.com,Engineer
Leo A Trujillo,LAT0452,dtaa.com,Leo.A.Trujillo@dtaa.com,Engineer
Chaney D Riggs,CDR0453,dtaa.com,Chaney.D.Riggs@dtaa.com,Loading Dock
Isaiah J Guthrie,IJG0454,dtaa.com,Isaiah.J.Guthrie@dtaa.com,Foreman
Kirsten R Crane,KRC0455,dtaa.com,Kirsten.R.Crane@dtaa.com,Tradesman
Keaton G Cook,KGC0456,dtaa.com,Keaton.G.Cook@dtaa.com,Administrative Staff
Hiram L Aguirre,HLA0457,dtaa.com,Hiram.L.Aguirre@dtaa.com,Administrative Assistant
Juliet R Pugh,JRP0458,dtaa.com,Juliet.R.Pugh@dtaa.com,Administrative Staff
Nathan J Cobb,NJC0459,dtaa.com,Nathan.J.Cobb@dtaa.com,Loading Dock
Benjamin H Howe,BHH0460,dtaa.com,Benjamin.H.Howe@dtaa.com,Engineer
Serina O Green,SOG0461,dtaa.com,Serina.O.Green@dtaa.com,Technician
Dale C Ballard,DCB0462,dtaa.com,Dale.C.Ballard@dtaa.com,Foreman
Ina V Stevenson,IVS0463,dtaa.com,Ina.V.Stevenson@dtaa.com,Administrative Staff
Jana K Wilkerson,JKW0464,dtaa.com,Jana.K.Wilkerson@dtaa.com,Administrative Staff
Jane L Vincent,JLV0465,dtaa.com,Jane.L.Vincent@dtaa.com,Technician
Beverly A May,BAM0466,dtaa.com,Beverly.A.May@dtaa.com,Tradesman
Samson K Hess,SKH0467,dtaa.com,Samson.K.Hess@dtaa.com,Administrative Staff
Otto Z Murphy,OZM0468,dtaa.com,Otto.Z.Murphy@dtaa.com,Engineer
Melissa J Mcmillan,MJM0469,dtaa.com,Melissa.J.Mcmillan@dtaa.com,Tradesman
Wade S Lopez,WSL0470,dtaa.com,Wade.S.Lopez@dtaa.com,Engineer
Fuller N Oconnor,FNO0471,dtaa.com,Fuller.N.Oconnor@dtaa.com,Tradesman
Hillary S Rocha,HSR0472,dtaa.com,Hillary.S.Rocha@dtaa.com,Administrative Staff
Inez M Britt,IMB0473,dtaa.com,Inez.M.Britt@dtaa.com,Administrative Staff
Garth R Conley,GRC0474,dtaa.com,Garth.R.Conley@dtaa.com,Engineer
Imelda I Rush,IIR0475,dtaa.com,Imelda.I.Rush@dtaa.com,Technician
Noel J Moreno,NJM0476,dtaa.com,Noel.J.Moreno@dtaa.com,Administrative Staff
Nolan R Steele,NRS0477,dtaa.com,Nolan.R.Steele@dtaa.com,Security
Sybil O Mckee,SOM0478,dtaa.com,Sybil.O.Mckee@dtaa.com,Engineer
Nora B Thornton,NBT0479,dtaa.com,Nora.B.Thornton@dtaa.com,Tradesman
Beverly N Livingston,BNL0480,dtaa.com,Beverly.N.Livingston@dtaa.com,Of Council
Gage N Burris,GNB0481,dtaa.com,Gage.N.Burris@dtaa.com,Security
Ila W Miles,IWM0482,dtaa.com,Ila.W.Miles@dtaa.com,Tradesman
Jonathan B Schroeder,JBS0483,dtaa.com,Jonathan.B.Schroeder@dtaa.com,Technician
Reed E Kaufman,REK0484,dtaa.com,Reed.E.Kaufman@dtaa.com,Senior Manger
Wallace D Williamson,WDW0485,dtaa.com,Wallace.D.Williamson@dtaa.com,Administrative Assistant
Shannon M Livingston,SML0486,dtaa.com,Shannon.M.Livingston@dtaa.com,Administrative Assistant
Samuel J Clarke,SJC0487,dtaa.com,Samuel.J.Clarke@dtaa.com,Administrative Staff
Venus I Riggs,VIR0488,dtaa.com,Venus.I.Riggs@dtaa.com,Administrative Staff
Cameron I Burns,CIB0489,dtaa.com,Cameron.I.Burns@dtaa.com,Foreman
Nero D Stephens,NDS0490,dtaa.com,Nero.D.Stephens@dtaa.com,Project Manager
Edward C Trevino,ECT0491,dtaa.com,Edward.C.Trevino@dtaa.com,Administrative Staff
Lareina J Blevins,LJB0492,dtaa.com,Lareina.J.Blevins@dtaa.com,Administrative Staff
Josephine S Brewer,JSB0493,dtaa.com,Josephine.S.Brewer@dtaa.com,Tradesman
Elizabeth C Boone,ECB0494,dtaa.com,Elizabeth.C.Boone@dtaa.com,Administrative Staff
William F Luna,WFL0495,dtaa.com,William.F.Luna@dtaa.com,Administrative Assistant
Camden C Blankenship,CCB0496,dtaa.com,Camden.C.Blankenship@dtaa.com,Foreman
Christine C Hendrix,CCH0497,dtaa.com,Christine.C.Hendrix@dtaa.com,Technician
Stella C Joyner,SCJ0498,dtaa.com,Stella.C.Joyner@dtaa.com,Administrative Staff
Bethany B Montoya,BBM0499,dtaa.com,Bethany.B.Montoya@dtaa.com,Administrative Staff
Fiona D Patterson,FDP0500,dtaa.com,Fiona.D.Patterson@dtaa.com,Administrative Staff
Nathaniel B Branch,NBB0501,dtaa.com,Nathaniel.B.Branch@dtaa.com,Administrative Staff
Tamara E Gates,TEG0502,dtaa.com,Tamara.E.Gates@dtaa.com,Technician
Hilda K Guzman,HKG0503,dtaa.com,Hilda.K.Guzman@dtaa.com,Administrative Staff
Emerald W Reynolds,EWR0504,dtaa.com,Emerald.W.Reynolds@dtaa.com,Administrative Staff
Britanni A Bryant,BAB0505,dtaa.com,Britanni.A.Bryant@dtaa.com,Tradesman
Mia S Villarreal,MSV0506,dtaa.com,Mia.S.Villarreal@dtaa.com,Administrative Assistant
Keane R Dominguez,KRD0507,dtaa.com,Keane.R.Dominguez@dtaa.com,Engineer
Adena A Richards,AAR0508,dtaa.com,Adena.A.Richards@dtaa.com,Engineer
Laurel N Morales,LNM0509,dtaa.com,Laurel.N.Morales@dtaa.com,Tradesman
Brenda N Gardner,BNG0510,dtaa.com,Brenda.N.Gardner@dtaa.com,VP
Amaya O Calderon,AOC0511,dtaa.com,Amaya.O.Calderon@dtaa.com,Technician
Jesse H Dejesus,JHD0512,dtaa.com,Jesse.H.Dejesus@dtaa.com,Engineer
Elliott J Sanchez,EJS0513,dtaa.com,Elliott.J.Sanchez@dtaa.com,Foreman
Cleo N Tanner,CNT0514,dtaa.com,Cleo.N.Tanner@dtaa.com,Technician
Wang G Landry,WGL0515,dtaa.com,Wang.G.Landry@dtaa.com,Security
Dale R Oneil,DRO0516,dtaa.com,Dale.R.Oneil@dtaa.com,Administrative Assistant
Hayes B Little,HBL0517,dtaa.com,Hayes.B.Little@dtaa.com,Director
Maggie R Lowe,MRL0518,dtaa.com,Maggie.R.Lowe@dtaa.com,Administrative Staff
Hedy S Dodson,HSD0519,dtaa.com,Hedy.S.Dodson@dtaa.com,Tradesman
Amir L Knapp,ALK0520,dtaa.com,Amir.L.Knapp@dtaa.com,Technician
Neil H Lambert,NHL0521,dtaa.com,Neil.H.Lambert@dtaa.com,Director
Violet U Finch,VUF0522,dtaa.com,Violet.U.Finch@dtaa.com,Tradesman
Thaddeus K Gregory,TKG0523,dtaa.com,Thaddeus.K.Gregory@dtaa.com,Janitor
Nola D Holcomb,NDH0524,dtaa.com,Nola.D.Holcomb@dtaa.com,Administrative Staff
Hope C Rodriguez,HCR0525,dtaa.com,Hope.C.Rodriguez@dtaa.com,Janitor
Macaulay O Ayers,MOA0526,dtaa.com,Macaulay.O.Ayers@dtaa.com,Administrative Assistant
Danielle S Thomas,DST0527,dtaa.com,Danielle.S.Thomas@dtaa.com,Technician
Zeus G Hooper,ZGH0528,dtaa.com,Zeus.G.Hooper@dtaa.com,Administrative Assistant
Sarah C Battle,SCB0529,dtaa.com,Sarah.C.Battle@dtaa.com,Engineer
Matthew C Hayes,MCH0530,dtaa.com,Matthew.C.Hayes@dtaa.com,Janitor
Josephine A Dennis,JAD0531,dtaa.com,Josephine.A.Dennis@dtaa.com,Technician
Macey A Barker,MAB0532,dtaa.com,Macey.A.Barker@dtaa.com,Technician
Beck P Cherry,BPC0533,dtaa.com,Beck.P.Cherry@dtaa.com,Janitor
Brennan I Riddle,BIR0534,dtaa.com,Brennan.I.Riddle@dtaa.com,Administrative Staff
Damian D Jacobs,DDJ0535,dtaa.com,Damian.D.Jacobs@dtaa.com,Administrative Assistant
Chastity K Barlow,CKB0536,dtaa.com,Chastity.K.Barlow@dtaa.com,Tradesman
Candice T Ramos,CTR0537,dtaa.com,Candice.T.Ramos@dtaa.com,Administrative Staff
Michael T Cobb,MTC0538,dtaa.com,Michael.T.Cobb@dtaa.com,Foreman
Aileen S Roy,ASR0539,dtaa.com,Aileen.S.Roy@dtaa.com,Technician
Rashad C Freeman,RCF0540,dtaa.com,Rashad.C.Freeman@dtaa.com,Administrative Assistant
Amir R Wade,ARW0541,dtaa.com,Amir.R.Wade@dtaa.com,Engineer
Preston K Hart,PKH0542,dtaa.com,Preston.K.Hart@dtaa.com,Engineer
Justin N French,JNF0543,dtaa.com,Justin.N.French@dtaa.com,Loading Dock
Justin A Haynes,JAH0544,dtaa.com,Justin.A.Haynes@dtaa.com,Loading Dock
Griffin C Holland,GCH0545,dtaa.com,Griffin.C.Holland@dtaa.com,Administrative Assistant
Luke C Gomez,LCG0546,dtaa.com,Luke.C.Gomez@dtaa.com,Janitor
Beck C Robinson,BCR0547,dtaa.com,Beck.C.Robinson@dtaa.com,Administrative Assistant
Zelenia K Nielsen,ZKN0548,dtaa.com,Zelenia.K.Nielsen@dtaa.com,Engineer
Wayne O Tyson,WOT0549,dtaa.com,Wayne.O.Tyson@dtaa.com,Security
Fulton K Rojas,FKR0550,dtaa.com,Fulton.K.Rojas@dtaa.com,Senior Manger
Leo C Kirk,LCK0551,dtaa.com,Leo.C.Kirk@dtaa.com,Janitor
Flavia C Tanner,FCT0552,dtaa.com,Flavia.C.Tanner@dtaa.com,Administrative Staff
Arthur J Phillips,AJP0553,dtaa.com,Arthur.J.Phillips@dtaa.com,Administrative Assistant
Herman T Gilmore,HTG0554,dtaa.com,Herman.T.Gilmore@dtaa.com,Janitor
Pearl S Perry,PSP0555,dtaa.com,Pearl.S.Perry@dtaa.com,Tradesman
Leilani C Carpenter,LCC0556,dtaa.com,Leilani.C.Carpenter@dtaa.com,Technician
Porter A Gross,PAG0557,dtaa.com,Porter.A.Gross@dtaa.com,Administrative Staff
Branden C Moses,BCM0558,dtaa.com,Branden.C.Moses@dtaa.com,Foreman
Carson P Stone,CPS0559,dtaa.com,Carson.P.Stone@dtaa.com,Foreman
Sarah S Vazquez,SSV0560,dtaa.com,Sarah.S.Vazquez@dtaa.com,Technician
Lysandra E Hartman,LEH0561,dtaa.com,Lysandra.E.Hartman@dtaa.com,Administrative Staff
Alec G Garza,AGG0562,dtaa.com,Alec.G.Garza@dtaa.com,Director
Dacey E Padilla,DEP0563,dtaa.com,Dacey.E.Padilla@dtaa.com,Engineer
Odysseus B Fowler,OBF0564,dtaa.com,Odysseus.B.Fowler@dtaa.com,Senior Manger
Orson U Sharpe,OUS0565,dtaa.com,Orson.U.Sharpe@dtaa.com,Foreman
Nicolas H Herrera,NHH0566,dtaa.com,Nicolas.H.Herrera@dtaa.com,Technician
Jerry X Guzman,JXG0567,dtaa.com,Jerry.X.Guzman@dtaa.com,Engineer
Phoebe R Byrd,PRB0568,dtaa.com,Phoebe.R.Byrd@dtaa.com,Technician
Benjamin J Caldwell,BJC0569,dtaa.com,Benjamin.J.Caldwell@dtaa.com,Loading Dock
Wallace C Nolan,WCN0570,dtaa.com,Wallace.C.Nolan@dtaa.com,Engineer
Gil M Farmer,GMF0571,dtaa.com,Gil.M.Farmer@dtaa.com,Administrative Assistant
Mallory V Pace,MVP0572,dtaa.com,Mallory.V.Pace@dtaa.com,Tradesman
Guy K Jenkins,GKJ0573,dtaa.com,Guy.K.Jenkins@dtaa.com,VP
Quincy N Kerr,QNK0574,dtaa.com,Quincy.N.Kerr@dtaa.com,Administrative Assistant
Kyle K Cherry,KKC0575,dtaa.com,Kyle.K.Cherry@dtaa.com,Administrative Staff
Shaine C Kennedy,SCK0576,dtaa.com,Shaine.C.Kennedy@dtaa.com,Tradesman
Amery I Delacruz,AID0577,dtaa.com,Amery.I.Delacruz@dtaa.com,Foreman
Ferris A Frost,FAF0578,dtaa.com,Ferris.A.Frost@dtaa.com,Administrative Staff
Dorothy A Vasquez,DAV0579,dtaa.com,Dorothy.A.Vasquez@dtaa.com,Tradesman
Orlando R Waller,ORW0580,dtaa.com,Orlando.R.Waller@dtaa.com,Foreman
Moses M Hickman,MMH0581,dtaa.com,Moses.M.Hickman@dtaa.com,Engineer
Audrey K Walton,AKW0582,dtaa.com,Audrey.K.Walton@dtaa.com,Administrative Staff
Rylee B Charles,RBC0583,dtaa.com,Rylee.B.Charles@dtaa.com,Security
Sawyer G Giles,SGG0584,dtaa.com,Sawyer.G.Giles@dtaa.com,Technician
Connor D Fernandez,CDF0585,dtaa.com,Connor.D.Fernandez@dtaa.com,Foreman
Shafira I Rowe,SIR0586,dtaa.com,Shafira.I.Rowe@dtaa.com,Senior Manger
Emi K Bentley,EKB0587,dtaa.com,Emi.K.Bentley@dtaa.com,Technician
Sylvester J Holloway,SJH0588,dtaa.com,Sylvester.J.Holloway@dtaa.com,Foreman
Sonya L Merrill,SLM0589,dtaa.com,Sonya.L.Merrill@dtaa.com,Tradesman
Ramona J Weiss,RJW0590,dtaa.com,Ramona.J.Weiss@dtaa.com,Tradesman
Willa B Wong,WBW0591,dtaa.com,Willa.B.Wong@dtaa.com,Administrative Staff
Wyoming J Richards,WJR0592,dtaa.com,Wyoming.J.Richards@dtaa.com,Tradesman
Nissim J Hale,NJH0593,dtaa.com,Nissim.J.Hale@dtaa.com,Engineer
Ralph A Anderson,RAA0594,dtaa.com,Ralph.A.Anderson@dtaa.com,Project Manager
Mari D Cote,MDC0595,dtaa.com,Mari.D.Cote@dtaa.com,Technician
Burton M Roth,BMR0596,dtaa.com,Burton.M.Roth@dtaa.com,Senior Manger
